,Model_Boy,Model_Göğüs,Model_Bel,Model_Kalça,Model_Beden,Model_Kilo,Type,URL,Kumaş Tipi,Desen,Kalıp,Persona,Kol Tipi,Yaka Tipi,Renk,Kol Boyu,Boy,Siluet,Ortam,Paket İçeriği,Materyal Bileşeni,,Materyal,Koleksiyon,Stil,Boy / Ölçü,Yaş,Kapama Şekli,Cep,Ürün Detayı,Ürün Tipi,Kalınlık,Ek Özellik,Sürdürülebilirlik Detayı,Sezon,Astar Durumu,Dokuma Tipi,Baskı/Nakış Tekniği,Kemer/Kuşak Durumu,Teknik,İçerik,Cep Tipi,Model,Alt-Üst Takım,Paça Tipi,Parça Sayısı,Bel
0,,,,,,,Dress,https://www.trendyol.com/la-lluvia-valiente/ip-askili-drapeli-midi-elbise-vucuda-oturan-ip-askili-drapeli-midi-abiye-elbise-askili-drape-elbise-p-755811261,Örme,Düz,Slim,Smart,İnce Askılı,Kare Yaka,Beyaz,Askılı,Midi,Bodycone,Gündüz / Gece,Tekli,,Type1,Pamuk-Polyester-Elastan,Young,Trend,Midi,Tüm Yaş Grupları,Kapamasız,,,,İnce,İç Göstermeyen,Hayır,,Astarlı,Sandy,,Kemersiz,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/genel-markalar/gipeli-askili-kat-elbise-dokuma-viskon-kumas-135-cm-p-335108059,Örme,,Regular,,Askılı,Kare Yaka,Beyaz,Askılı,Uzun,,,Tekli,"50% Polyester, 50% Pamuk",Type 1,Dokuma,,Trend,Uzun,Tüm Yaş Grupları,,,,,Orta,Beli lastikli,,,Astarsız,Aerobin,,,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/olalook/kadin-puantiye-fusya-halter-yaka-kusakli-dokuma-viscon-elbise-elb-19001548-p-806082310,Dokuma,Çiçekli,Fitted,Cool & Comfort,Standart Kol,Bisiklet Yaka,Pembe,Kolsuz,Midi,Basic,Casual/Günlük,Tekli,"50% Viskon, 50% Pamuk",• 30 Derecede makinede yıkanabilir • Beyazlatıcı kullanımı önerilmez • Kurutucu kullanımı önerilmez • Tersten ve düşük ısı ile ütü önerilir • Detaylı bakım talimatları için lütfen ürün etiketini kontrol ediniz.,Pamuklu,Basic,Günlük,Midi,,Kuşaklı,,Kuşaklı,,,,,,,,,,,,,,,,,
0,,79,60,90,,,Dress,https://www.trendyol.com/happiness-istanbul/kadin-kirmizi-ip-askili-jarse-mini-elbise-yk00021-p-202277171,Dokuma,Düz,Slim,,Standart Kol,Kare Yaka,Kırmızı,Askılı,Mini,Bodycone,Casual/Günlük,Tekli,"95% Pamuk, 5% Elastan",• 30 Derecede makinede yıkanabilir • Beyazlatıcı kullanımı önerilmez • Kurutucu kullanımı önerilmez • Tersten ve düşük ısı ile ütü önerilir • Detaylı bakım talimatları için lütfen ürün etiketini kontrol ediniz.,Pamuklu,Christmas,Gece,Mini,Tüm Yaş Grupları,,Cepsiz,,,İnce,,,,,,,,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/madmext/yesil-uzun-askli-basic-elbise-mg1852-p-744606943,Dokuma,Düz,Dar,Sexy,Standart Kol,Bisiklet Yaka,Yeşil,Askılı,Uzun,A-line,Party,Tekli,"95% Pamuk, 5% Elastan",Type 1,Polyester Karışımlı,Business,Günlük,Uzun,Tüm Yaş Grupları,Kapamasız,Cepsiz,Slip Dress,Düz,Orta,İç Göstermeyen,Evet,,Astarsız,File,,Kemersiz,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/bigdart/2344-yazlik-klos-orme-elbise-siyah-p-799684021,Dokuma,Düz,Regular,,Standart Kol,Bisiklet Yaka,Siyah,Askılı,Midi,A-line,,Tekli,"95% Polyester, 5% Elestan",• 30 Derecede makinede yıkanabilir • Beyazlatıcı kullanımı önerilmez • Kurutucu kullanımı önerilmez • Tersten ve düşük ısı ile ütü önerilir • Detaylı bakım talimatları için lütfen ürün etiketini kontrol ediniz.,,,,,Tüm Yaş Grupları,,,,,,,,,,,,,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/bigdart/2344-yazlik-klos-orme-elbise-fusya-p-799683169,Dokuma,Düz,Regular,,Standart Kol,Bisiklet Yaka,Pembe,Askılı,Midi,A-line,,Tekli,"95% Polyester, 5% Elestan",• 30 Derecede makinede yıkanabilir • Beyazlatıcı kullanımı önerilmez • Kurutucu kullanımı önerilmez • Tersten ve düşük ısı ile ütü önerilir • Detaylı bakım talimatları için lütfen ürün etiketini kontrol ediniz.,,,,,Tüm Yaş Grupları,,,,,,,,,,,,,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/koton/midi-elbise-v-yaka-genis-kisa-kollu-cepli-p-820304718,Dokuma,,Relaxed,,,,Pembe,Kısa,Midi,,Sportswear,,100% Polyester,,Polyester,,,,,,,Kemerli,,,,,,,,,,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/armonika/kadin-siyah-v-yaka-kolsuz-cicekli-elbise-arm-23y001111-p-739236490,Dokuma,Çiçekli,Regular,,Standart Kol,V Yaka,Siyah,Askılı,Midi,A-line,Casual/Günlük,Tekli,"60% Polyester, 40% Viskon",• 30 Derecede makinede yıkanabilir • Beyazlatıcı kullanımı önerilmez • Kurutucu kullanımı önerilmez • Tersten ve düşük ısı ile ütü önerilir • Detaylı bakım talimatları için lütfen ürün etiketini kontrol ediniz.,,,,,Tüm Yaş Grupları,,,,,,,,,,,,,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/babillco/askili-prenses-mini-elbise-mavi-p-90771920,,Düz,Regular,Young,Askılı,,Mavi,Askılı,Mini,,,,"95% Koton, 5% Elastan",,Pamuk-Polyester-Elastan,Young,Trend,Mini,,Fermuarlı,Cepsiz,,Düz,Orta,,,,Astarlı,,,,,,,,,,,
0,89,,,,konusunda,,Dress,https://www.trendyol.com/egs/kot-elbise-611566422-p-682293131,Denim,,Bele Oturan,,,,Mavi,,Standart,,,,,,Pamuklu,,Klasik,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/defacto/gomlek-yaka-keten-gorunumlu-kisa-kollu-midi-elbise-u6943az23sm-p-666011975,Dokuma,Düz,Regular,,Standart Kol,Gömlek Yaka,Siyah,Kısa,Midi,A-line,Casual/Günlük,Tekli,"81% Viskoz, 19% Poliamid",• 30 Derecede makinede yıkanabilir • Beyazlatıcı kullanımı önerilmez • Kurutucu kullanımı önerilmez • Tersten ve düşük ısı ile ütü önerilir • Detaylı bakım talimatları için lütfen ürün etiketini kontrol ediniz.,,,Günlük,,,,,,,,,,,,Keten görünümlü,,,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/machiavelli/kadin-mavi-kruvaze-yaka-burumcuk-kumas-kemer-detayli-yazlik-elbise-p-814665121,Dokuma,Düz,Kruvaze,Fashion Forward,Kısa Kol,Kruvaze,Mavi,Kısa,Standart,Kruvaze,Şık / gece,Tekli,,,Likra,Design,Trend,Regular,Tüm Yaş Grupları,Kuşaklı,Cepsiz,Kuşaklı,Düz,Orta,İç Göstermeyen,Organik,,Astarsız,Bürümcük,Baskısız,Kuşaklı,,Polyester,,,,,,
0,,79,60,90,,,Dress,https://www.trendyol.com/happiness-istanbul/desenli-v-yaka-klos-mini-elbise-p-673786840,Dokuma,Renkli,Regular,,Standart Kol,V Yaka,Çok Renkli,Kısa,Mini,Shift,Casual/Günlük,Tekli,100% Polyester,• 30 Derecede makinede yıkanabilir • Beyazlatıcı kullanımı önerilmez • Kurutucu kullanımı önerilmez • Tersten ve düşük ısı ile ütü önerilir • Detaylı bakım talimatları için lütfen ürün etiketini kontrol ediniz.,Polyester,,,Mini,,,,,,,,,,Astarlı,,,,,,,,,,,
0,165,,,,,50.,Dress,https://www.trendyol.com/khar/kadin-haki-uzun-kollu-maxi-bisiklet-yaka-elbise-p-783439909,Dokuma,Düz,Slim,Feminine,Uzun Kol,Bisiklet Yaka,Haki,Uzun,Uzun,Balık,Casual/Günlük,Tekli,,Type 1,Pamuk Polyester,Basic,Trend,Uzun,Tüm Yaş Grupları,Kapamasız,Cepsiz,,Düz,Kalın,İç Göstermeyen,Evet,,Astarsız,Comfort,Baskısız,Kemerli,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/zechka/kahverengi-cizgili-midi-boy-kalem-elbise-zck0486-p-713163191,Örme,Çizgili,A-Form Fit,Cool & Comfort,Kolsuz,Bisiklet Yaka,Kahverengi,Kolsuz,Midi,Straight,Young,Tekli,"95% Polyester, 5% Elestan",Type 1,Pamuklu,,Trend,Midi,Tüm Yaş Grupları,,,,,İnce,,,,,3 İplik,,Kemersiz,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/defacto/bodycon-bisiklet-yaka-fitilli-kaskorse-maxi-uzun-kollu-yikamali-soluk-efektli-elbise-c1652ax24sp-p-801313841,Dokuma,Düz,Regular,Cool & Comfort,Standart Kol,Bisiklet Yaka,Gri,Uzun,Midi,A-line,Casual/Günlük,Tekli,"97% Pamuk, 3% Elastan",• 30 Derecede makinede yıkanabilir • Beyazlatıcı kullanımı önerilmez • Kurutucu kullanımı önerilmez • Tersten ve düşük ısı ile ütü önerilir • Detaylı bakım talimatları için lütfen ürün etiketini kontrol ediniz.,Pamuklu,Basic,Günlük,Maxi,Tüm Yaş Grupları,Kapamasız,Cepsiz,,Düz,Orta,Yıkamalı,,,Astarsız,Fitilli,Baskısız,Kemersiz,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/serkan/inci-detayli-midi-abiye-elbise-siyah-p-765205255,Örme,,Regular,Cool & Comfort,Balon Kol,Kruvaze,Siyah,Uzun,Midi,Basic,Şık / gece,Tekli,,T1,,Basic,Trend,Midi,Tüm Yaş Grupları,,,,,Orta,,,,,,,,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/dilvin/90195-askili-cicek-detayli-triko-elbise-siyah-p-812892888,Triko,Çiçekli,Regular,,,,Siyah,Askılı,Midi,,Casual/Günlük,Tekli,"65% Pamuk, 35% Poliester",,,,Trend,,Tüm Yaş Grupları,Kapamasız,,,,Orta,,,,,,,Kemersiz,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/armonika/kadin-saks-kolu-firfirli-sirti-fermuarli-uzun-elbise-arm-23y001114-p-750099365?merchantId=107124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/my-bella-butik/yeni-sezon-desenli-astarli-tul-elbise-p-637636849,Dokuma,Renkli,Regular,,Standart Kol,Bisiklet Yaka,Kahverengi,Uzun,Midi,A-line,Casual/Günlük,Tekli,"95% Polyester, 5% Elastan",Type 1,Tül,,Trend,Midi,,,Cepsiz,,,,İç Göstermeyen,,,Astarlı,Tül,,Kemersiz,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/pulmulier/askili-duz-renk-sandy-elbise-p-813747198,Dokuma,Düz,Balık,Sexy,Askılı,Kare Yaka,Lacivert,Askılı,Standart,,Gündüz / Gece,,,Type 1,Dokuma,Young,Trend,Maxi,Tüm Yaş Grupları,Kapamasız,Cepsiz,,Düz,İnce,,,,Astarsız,Sandy,,Kemersiz,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/the-base/kadin-siyah-yirtmac-detayli-v-yaka-ip-askili-kalem-elbise-p-72914078,Örme,Düz,Kalem,,Askılı,V Yaka,Siyah,Askılı,,,,,,,,,Trend,Midi,,,Cepsiz,,,,,,,,Kaşkorse,,,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/sb-collectionn/kadin-kirmizi-sirt-dekolte-yirtmacli-elbise-p-321495572,Örme,Düz,Slim Fit,Cool & Comfort,Askılı,Havuz Yaka,Kırmızı,Askılı,Midi,A-line,Günlük,Tekli,"92% Polyester, 8% Pamuk",Type 1,Pamuklu,Basic,Günlük,Midi,21 - 40 Yaş,,Cepsiz,Çapraz Bağlama,Düz,Orta,Yırtmaçlı,,,,Sandy,,,,,,,,,,
0,160,79,65,,S,48,Dress,https://www.trendyol.com/seda-yalcin-atelier/balon-kol-kot-elbise-p-364766031,Denim,Düz,Bele Oturan,Cool & Comfort,Balon Kol,V Yaka,Mavi,Uzun,Midi,A-line,Gündüz / Gece,Tekli,100% Pamuk,T1,,Basic,Günlük,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/defacto/coool-star-wars-mandalorian-bisiklet-yaka-baskili-penye-kisa-kollu-mini-tisort-elbise-c3498ax24sm-p-824215828,Örme,,T-Shirt,,,,Bej,,Kısa,,,,100% Pamuk,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/paulmark/cicek-desenli-midi-boy-elbise-p-746699212,Dokuma,Baskılı,Regular,,Standart Kol,Bisiklet Yaka,Kırmızı,Uzun,Midi,A-line,Casual/Günlük,Tekli,100% Pamuk,• 30 Derecede makinede yıkanabilir • Beyazlatıcı kullanımı önerilmez • Kurutucu kullanımı önerilmez • Tersten ve düşük ısı ile ütü önerilir • Detaylı bakım talimatları için lütfen ürün etiketini kontrol ediniz.,,Design,,,Tüm Yaş Grupları,,,,,,Ek Özellik Mevcut Değil,Hayır,,,,,,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/eyyo/lacivert-baglamali-mini-elbise-ate-0485-p-794366105,Dokuma,Düz,Regular,Fashion Forward,Askılı,Asimetrik Yaka,Lacivert,Askılı,Standart,A-line,Şık / gece,Tekli,,Type2,,Glam,Gece,,,,,,Düz,,,,,,,,,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/adl/volanli-kolsuz-elbise-p-349817368,Dokuma,,,,Kolsuz,,Lacivert,Kolsuz,,,,,"58% viskon, 25% Polyester, 12% Poliamid, 5% Elastan",,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/adl/yakasi-fularli-desenli-elbise-p-376641585,Dokuma,Desenli,,,,,Kahverengi,,,,,,100% VİSKON,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/deafox/kirmizi-krep-kumas-onu-dugum-detay-maxi-boy-uzun-kollu-cift-yirtmacli-elbise-p-786060122,Dokuma,Düz,Regular,,Standart Kol,V Yaka,Kırmızı,Uzun,Midi,A-line,Şık / gece,Tekli,0% 100 Polyester,Type 1,Polyester,,,Maxi,,,,,,,Yırtmaçlı,,,,Krep,,,,,,,,,,
0,,805,60,88,,,Dress,https://www.trendyol.com/happiness-istanbul/krem-yumusak-dokulu-mini-triko-elbise-dp00197-p-799015272,Dokuma,Düz,Regular,,Standart Kol,Bisiklet Yaka,Bej,Kısa,Midi,A-line,,Tekli,100% Akrilik,• 30 Derecede makinede yıkanabilir • Beyazlatıcı kullanımı önerilmez • Kurutucu kullanımı önerilmez • Tersten ve düşük ısı ile ütü önerilir • Detaylı bakım talimatları için lütfen ürün etiketini kontrol ediniz.,Akrilik,,,,Tüm Yaş Grupları,,,,,,,,,,,,,,,,,,,,
0,,79,60,90,,,Dress,https://www.trendyol.com/happiness-istanbul/kadin-siyah-volanli-sifon-elbise-dk00168-p-807241865,Dokuma,Düz,Regular,,Standart Kol,Carmen Yaka,Siyah,Uzun,Mini,A-line,,Tekli,"95% Polyester, 5% Elastan",• 30 Derecede makinede yıkanabilir • Beyazlatıcı kullanımı önerilmez • Kurutucu kullanımı önerilmez • Tersten ve düşük ısı ile ütü önerilir • Detaylı bakım talimatları için lütfen ürün etiketini kontrol ediniz.,Polyester,,,Mini,,,,,,,,,,Astarlı,Şifon,,,,,,,,,,
0,179,86,60,,36/XS,,Dress,https://www.trendyol.com/gusto/dantel-pilise-elbise-ekru-p-809639608,Dokuma,,Relaxed,,,,Ekru,,Standart,,,,100% POLİESTER,,Polyester,,,,,,,,,,,,,Astarlı,Dantel,,,,,,,,,,
0,,Ayarlanabilir.36,x,,(Göğüs,,Dress,https://www.trendyol.com/acelya-okcu/premium-sirti-gipe-detayli-cut-out-cicek-desenli-maksi-kadin-elbise-p-824245235,Dokuma,Çiçekli,Slim Fit,Cool & Comfort,Kolsuz,Kalp Yaka,Mor,Kolsuz,Maxi,A-line,Casual/Günlük,Tekli,"50% Viskoz, 50% Pamuk",Type1,Krep,Young,Trend,Maxi,Tüm Yaş Grupları,Fermuarlı,Cepsiz,Gipe,Düz,Orta,Cut Out,Evet,,Astarlı,Gofre,Transfer Baskı,Kuşaklı,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/trend-alacati-stili/kadin-siyah-derin-v-yaka-klos-sandy-elbise-alc-x9420-p-377427314,Dokuma,Düz,Regular,Feminine,Standart Kol,V Yaka,Siyah,Uzun,Mini,A-line,Şık / gece,Tekli,"95% Pamuk, 5% Likra",Type 1,Pamuklu,Party,Gece,Mini,Tüm Yaş Grupları,Kapamasız,Cepsiz,Büzgü / Drape,,Orta,Ek Özellik Mevcut Değil,Hayır,,Astarsız,Sandy,Baskısız,Kemersiz,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/dilvin/90758-straplez-elbise-lime-p-757173491,Dokuma,Düz,Regular,,Standart Kol,Straplez,Sarı,Askılı,Midi,Anvelop,Casual/Günlük,Tekli,"66% Pamuk, 29% Poliamid, 5% Elastan",• 30 Derecede makinede yıkanabilir • Beyazlatıcı kullanımı önerilmez • Kurutucu kullanımı önerilmez • Tersten ve düşük ısı ile ütü önerilir • Detaylı bakım talimatları için lütfen ürün etiketini kontrol ediniz.,,,,,,,,,,,Yırtmaçlı,,,,Poliamid,,,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/cool-sexy/kadin-siyah-uzun-tunik-elbise-yi1823-p-42558646,Örme,Düz,Regular,Cool & Comfort,Kolsuz,Bisiklet Yaka,Siyah,Askılı,Midi,A-line,Casual/Günlük,Tekli,"95% Polyester, 5% Elastan",• 30 Derecede makinede yıkanabilir • Beyazlatıcı kullanımı önerilmez • Kurutucu kullanımı önerilmez • Tersten ve düşük ısı ile ütü önerilir • Detaylı bakım talimatları için lütfen ürün etiketini kontrol ediniz.,Polyester Karışımlı,Christmas,Günlük,Maxi,,,,,,,,,,Astarsız,,,,,Polyester,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/lamifustore/pinterest-model-tul-elbise-p-809855110,Dokuma,Desenli,Regular,Smart/Office,Askılı,Bisiklet Yaka,Kahverengi,Askılı,Midi,A-line,Casual/Günlük,Tekli,,,Tül,Business,Trend,Uzun,Tüm Yaş Grupları,Kapamasız,Cepsiz,,Şardonlu,İnce,Yırtmaçlı,Recycle,,Astarlı,Tül,Dijital Baskı,Kemersiz,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/apple-cix/fransiz-tul-elbise-p-92140887,Dokuma,Düz,Regular,,Uzun Kol,Bisiklet Yaka,Beyaz,Uzun,Standart,,Casual/Günlük,,"70% Pamuk, 30% Polyester",Type1,Tül,,Trend,,Tüm Yaş Grupları,,Cepsiz,,,,,,,,Tül,,Kemerli,,,,,,,,
0,176,80,66,,S,55,Dress,https://www.trendyol.com/mry-butik/beyaz-balon-kol-klos-elbise-p-804058909,Dokuma,Düz,Bele Oturan,Fashion Forward,Balon Kol,Bisiklet Yaka,Beyaz,Kısa,Midi,Kloş,Şık / gece,Tekli,"85% Polyester, 15% Pamuk",T1,Polyester Karışımlı,Basic,Trend,Midi,Tüm Yaş Grupları,,,,,,,,AW,,,,,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/afis-butik/pembe-karpuz-kollu-sirt-dekolteli-elbise-p-675561004,Dokuma,Düz,Slim Fit,Fashion Forward,Kısa Kol,Kare Yaka,Pembe,Kısa,Mini,Basic,Gündüz / Gece,Tekli,,Type1,,,Trend,Mini,Tüm Yaş Grupları,Bağcıklı,Cepsiz,Bağlama Detay,Düz,Orta,Ek Özellik Mevcut Değil,Hayır,,Astarsız,,,Kemersiz,,,,,,,,
0,,805,60,88,,,Dress,https://www.trendyol.com/happiness-istanbul/kadin-beyaz-cicekli-kusakli-firfir-detayli-yazlik-elbise-dk00165-p-807235454,Dokuma,Düz,Regular,Cool & Comfort,Standart Kol,V Yaka,Beyaz,Askılı,Midi,A-line,Casual/Günlük,Tekli,100% Polyester,• 30 Derecede makinede yıkanabilir • Beyazlatıcı kullanımı önerilmez • Kurutucu kullanımı önerilmez • Tersten ve düşük ısı ile ütü önerilir • Detaylı bakım talimatları için lütfen ürün etiketini kontrol ediniz.,Polyester,Basic,Trend,Maxi,Tüm Yaş Grupları,Kuşaklı,Çift,Kuşaklı,Düz,Orta,Ek Özellik Mevcut Değil,Hayır,,Astarlı,,Baskısız,Kemersiz,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/hillone/sirt-detayli-sifon-mini-elbise-p-710850615,Dokuma,Düz,Bele Oturan,Sexy,Balon Kol,Dik Yaka,Beyaz,Uzun,Mini,A-line,Party,Tekli,,Type1,Şifon,Design,Trend,Mini,Tüm Yaş Grupları,Fermuarlı,Cepsiz,,Düz,İnce,İç Göstermeyen,,,Astarlı,Şifon,,Kemersiz,,,,,,,,
0,,Ölçüsü,,,38-40-42,,Dress,https://www.trendyol.com/nevin-kaya-moda/mavi-renk-portofino-desen-uzun-elbise-p-805552517,Dokuma,,Comfort,,Uzun Kol,Hakim Yaka,Mavi,Uzun,Uzun,,,,100% Pamuk,,%100 Pamuk,,,Uzun,Tüm Yaş Grupları,,,,,,,,,,,,,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/viyamo/yeni-sezon-kollari-firfir-arkasi-baglama-leopar-desen-kolsuz-mini-mikro-kumas-sik-elbise-p-819784212,Dokuma,Leopar,Bele Oturan,Feminine,Kolsuz,Bisiklet Yaka,Kahverengi,Kolsuz,Mini,,Şık / gece,,,,Poliamid Karışımlı,Young,Trend,Mini,Tüm Yaş Grupları,,,,,İnce,İç Göstermeyen,,,,,,,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/lokadi/buzgu-detayli-balon-kol-aerobin-astarli-kare-yaka-mini-elbise-p-823027545,Örme,Düz,Fitted,,Balon Kol,Kare Yaka,Beyaz,Kısa,Mini,,Gündüz / Gece,Tekli,,,,,Trend,Mini,Tüm Yaş Grupları,Fermuarlı,Cepsiz,,Düz,İnce,,,,Astarlı,Aerobin,,Kemersiz,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/merry-see/vucuda-oturan-askili-esnek-orme-yirtmacli-midi-diz-alti-elbise-p-788690518,Dokuma,Düz,Regular,Feminine,Standart Kol,Havuz Yaka,Kırmızı,Askılı,Uzun,Balık,Casual/Günlük,Tekli,"90% Polyester, 10% Likra",Type 1,Polyester Karışımlı,Basic,Günlük,Midi,Tüm Yaş Grupları,Kapamasız,Cepsiz,,Düz,Orta,Ek Özellik Mevcut Değil,,,Astarsız,,Baskısız,Kemersiz,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/afis-butik/kirmizi-askili-kruvaze-yaka-kadife-elbise-emr-070-p-206672121,Dokuma,Düz,Slim Fit,Fashion Forward,Askılı,Kruvaze,Kırmızı,Askılı,Mini,Bodycone,Şık / gece,Tekli,"95% Polyester, 5% Elastan",Type1,Kadife,Design,Trend,Mini,Tüm Yaş Grupları,Fermuarlı,Cepsiz,,,İnce,Ek Özellik Mevcut Değil,,,Astarsız,Kadife,,Kemersiz,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/physkos/kadin-lila-bel-detayli-sifon-elbise-p-311147832,Dokuma,,,,Uzun Kol,,Mor,,,,,,,,Şifon,,Trend,Mini,,Fermuarlı,,,,,,,,Astarlı,Şifon,,,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/olalook/kadin-yesil-gipeli-yakasi-baglamali-klos-elbise-elb-19001190-p-43471833,Dokuma,Çiçekli,Regular,Cool & Comfort,Balon Kol,Havuz Yaka,Yeşil,Kısa,Mini,Eteği Fırfırlı,Casual/Günlük,Tekli,"70% Pamuk, 30% Polyester",• 30 Derecede makinede yıkanabilir • Beyazlatıcı kullanımı önerilmez • Kurutucu kullanımı önerilmez • Tersten ve düşük ısı ile ütü önerilir • Detaylı bakım talimatları için lütfen ürün etiketini kontrol ediniz.,Pamuk Polyester,Christmas,Günlük,Mini,Tüm Yaş Grupları,,,,,,,,,,,,,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/lb-laluna-butik/kadin-ince-askili-yandan-yirtmacli-uzun-elbise-dokumlu-kumas-p-737084862,Dokuma,Düz,Slim Fit,Fashion Forward,İnce Askılı,Degaje Yaka,Siyah,Askılı,Uzun,Balık,Gündüz / Gece,,"95% Polyester, 5% Elastan",,Poliamid Karışımlı,Party,Sokak Stili,Uzun,Tüm Yaş Grupları,Kapamasız,Cepsiz,Yırtmaçlı,Düz,İnce,İç Göstermeyen,Evet,,Astarsız,Sandy,Baskısız,Kemersiz,,,,,,,,
0,175,87,63,93,,60,Dress,https://www.trendyol.com/alleyta/kadin-buzgulu-balikci-yaka-uzun-kol-sandy-uzun-elbise-p-785368515,Örme,Düz,Bele Oturan,Fashion Forward,Uzun Kol,Balıkçı Yaka,Kırmızı,Uzun,Uzun,Shift,Casual/Günlük,Tekli,,Type1,Pamuk Polyester,Design,Trend,Maxi,Tüm Yaş Grupları,,Cepsiz,Büzgü,Düz,Orta,,,,Astarsız,Sandy,,,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/serica-moda/cicek-detayli-tek-omuz-midi-elbise-p-821079720,Dokuma,Düz,Slim Fit,,,,Pembe,Kolsuz,Midi,,Şık / gece,,,,,,Gece,Midi,Tüm Yaş Grupları,,,,,,,,,Astarlı,,,,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/daem-butik/kadin-beyaz-bisiklet-yaka-balon-kol-belden-oturtmali-pileli-midi-boy-elbise-p-732802410,Dokuma,Düz,Regular,Young,Balon Kol,Fermuarlı Yaka,Beyaz,Kısa,Standart,Regular,Young,2'li,,,Poliamid Karışımlı,Young,Günlük,Midi,Tüm Yaş Grupları,Fermuarlı,Cepsiz,Astarlı,Düz,Orta,İç Göstermeyen,Hayır,,Astarlı,3 İplik Şardonsuz,Baskısız,Kemersiz,,Polyamid,Sahte,,,,,
0,,,,,,,Dress,https://www.trendyol.com/ykc-fashion/dijital-baskili-vucudu-saran-dalgic-kumas-vazo-model-elbise-p-815204416,Dokuma,Baskılı,Balık,Sexy,Melek Kol,V Yaka,Beyaz,Kısa,Midi,Balık,Şık / gece,18'li,,,Pamuk Polyester,Basic,Trend,Regular,Tüm Yaş Grupları,Kapamasız,Cepsiz,Asimetrik,Baskılı,Orta,Ek Özellik Mevcut Değil,Recycle+Organik,SS,Astarsız,İnterlok,Dijital Baskı,Kemersiz,,Polyamid,Chino,,,,,
0,,,,,,,Dress,https://www.trendyol.com/trend-alacati-stili/kadin-lacivert-onu-firfirli-kemerli-poplin-dokuma-elbise-alc-x11609-p-805490360,Dokuma,Düz,Regular,,Standart Kol,Bisiklet Yaka,Lacivert,Askılı,Midi,A-line,,Tekli,"59% Pamuk, 41% Polyester",• 30 Derecede makinede yıkanabilir • Beyazlatıcı kullanımı önerilmez • Kurutucu kullanımı önerilmez • Tersten ve düşük ısı ile ütü önerilir • Detaylı bakım talimatları için lütfen ürün etiketini kontrol ediniz.,,,,,,,,,,,,,,,Poplin,,,,,,,,,,
