,Model_Boy,Model_Göğüs,Model_Bel,Model_Kalça,Model_Beden,Model_Kilo,Type,URL,Kumaş Tipi,Desen,Kalıp,Persona,Kol Tipi,Yaka Tipi,Renk,Kol Boyu,Boy,Siluet,Ortam,Paket İçeriği,Materyal Bileşeni,,Materyal,Koleksiyon,Stil,Boy / Ölçü,Yaş,Kapama Şekli,Cep,Ürün Detayı,Ürün Tipi,Kalınlık,Ek Özellik,Sürdürülebilirlik Detayı,Sezon,Astar Durumu,Dokuma Tipi,Baskı/Nakış Tekniği,Kemer/Kuşak Durumu,Teknik,İçerik,Cep Tipi,Model,Alt-Üst Takım,Paça Tipi,Parça Sayısı,Bel
0,,,,,,,Dress,https://www.trendyol.com/madmext/siyah-uzun-askli-basic-elbise-mg1852-p-740947779,Dokuma,Düz,Dar,Sexy,Standart Kol,Bisiklet Yaka,Siyah,Askılı,Uzun,A-line,Party,Tekli,"95% Pamuk, 5% Elastan",Type 1,Polyester Karışımlı,Business,Günlük,Uzun,Tüm Yaş Grupları,Kapamasız,Cepsiz,Slip Dress,Düz,Orta,İç Göstermeyen,Evet,,Astarsız,File,,Kemersiz,,,,,,,,
0,,80,58,89Model,,,Dress,https://www.trendyol.com/olalook/kadin-cimen-yesili-yani-yirtmacli-oversize-pamuk-elbise-elb-19001880-p-686885233,Örme,Baskılı,Oversize,,Kısa Kol,Bisiklet Yaka,Yeşil,Kısa,Midi,A-line,Casual/Günlük,Tekli,"70% Pamuk, 30% Polyester",• 30 Derecede makinede yıkanabilir • Beyazlatıcı kullanımı önerilmez • Kurutucu kullanımı önerilmez • Tersten ve düşük ısı ile ütü önerilir • Detaylı bakım talimatları için lütfen ürün etiketini kontrol ediniz.,Pamuklu,,Günlük,Midi,Tüm Yaş Grupları,,,,Baskılı,,Yırtmaçlı,,,,Bürümcük,,,,,,,,,,
0,178,86,60,,36/XS,,Dress,https://www.trendyol.com/gusto/sal-yaka-krep-saten-ceket-elbise-siyah-p-809635713,Dokuma,,Ceket Elbise,,,Şal Yaka,Siyah,,Standart,,,,100% POLİESTER,,Polyester,,,,Tüm Yaş Grupları,,,,,,Saten,,,,Krep,,,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/ipekyol/desen-mix-askili-elbise-p-748402837,Dokuma,Mix,Dar,,Askılı,,Turuncu,Askılı,Midi,,,,100% Viskoz,type 1,,,Günlük,Midi,Tüm Yaş Grupları,,,,,İnce,,,,,,,,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/koton/mini-straplez-elbise-drapeli-p-809502688,Örme,,Regular,,Straplez,Straplez,Beyaz,Kolsuz,Mini,,Sportswear,,,,,,,,Tüm Yaş Grupları,,,,,,,,,,,,,,,,,,,,
0,,Ölçüsü,,,Arası,,Dress,https://www.trendyol.com/nevin-kaya-moda/krem-renk-hare-desenli-elbise-p-808162358,Dokuma,Desenli,Comfort,,Kısa Kol,Bisiklet Yaka,Bej,Kısa,Uzun,,,,100% Pamuk,,%100 Pamuk,,,Uzun,,,Çift,,,,,,,,,,,,,Gizli Cep,,,,,
0,,,,,,,Dress,https://www.trendyol.com/olalook/kadin-fusya-beli-gipeli-kruvaze-yaka-midi-elbise-elb-19002100-p-814785637,Dokuma,Baskılı,Regular,,Standart Kol,V Yaka,Pembe,,Midi,A-line,,Tekli,100% Polyester,• 30 Derecede makinede yıkanabilir • Beyazlatıcı kullanımı önerilmez • Kurutucu kullanımı önerilmez • Tersten ve düşük ısı ile ütü önerilir • Detaylı bakım talimatları için lütfen ürün etiketini kontrol ediniz.,Polyester,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/sari-etiket/etegi-volanli-drapeli-mini-sifon-elbise-p-809967573,Dokuma,,Regular,,Volanlı,,Kahverengi,,Mini,,,,,,,,,,,,,,,,,,,,Şifon,,,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/madmext/vizon-yandan-yirtmacli-polo-yaka-kadin-triko-elbise-mg1480-p-648381842,Dokuma,Düz,Regular,Young,Standart Kol,V Yaka,Kahverengi,Kısa,Midi,Basic,Şık / gece,Tekli,100% Akrilik,Type 1,Akrilik,Basic,Trend,,,Düğmeli,,,Düz,Orta,Yırtmaçlı,,,Astarsız,,,Kemersiz,,,,,,,,
0,gösteriyor.,82,61,,S,54,Dress,https://www.trendyol.com/bbeox/drapeli-ayrobin-uzun-elbise-p-816781171,Denim,,Regular,,,,Kırmızı,Uzun,Uzun,,,,,,,,,,Tüm Yaş Grupları,,,,,,,,,,,,,,,,,,,,
0,,79,60,90,,,Dress,https://www.trendyol.com/happiness-istanbul/kadin-siyah-buzgulu-uzun-orme-elbise-mc00272-p-807241801,Dokuma,Düz,Regular,,Standart Kol,Bisiklet Yaka,Siyah,Kısa,Midi,A-line,,Tekli,100% Pamuk,• 30 Derecede makinede yıkanabilir • Beyazlatıcı kullanımı önerilmez • Kurutucu kullanımı önerilmez • Tersten ve düşük ısı ile ütü önerilir • Detaylı bakım talimatları için lütfen ürün etiketini kontrol ediniz.,Pamuklu,,,Uzun,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/cool-sexy/kadin-siyah-etegi-volanli-balon-kol-kaskorse-maxi-elbise-yi1896-p-47973694,Örme,Düz,Slim,Cool & Comfort,Kısa Kol,Bisiklet Yaka,Siyah,Kısa,Midi,A-line,Casual/Günlük,Tekli,"95% Polyester, 5% Elastan",• 30 Derecede makinede yıkanabilir • Beyazlatıcı kullanımı önerilmez • Kurutucu kullanımı önerilmez • Tersten ve düşük ısı ile ütü önerilir • Detaylı bakım talimatları için lütfen ürün etiketini kontrol ediniz.,Polyester Karışımlı,Christmas,Günlük,Regular,Tüm Yaş Grupları,,,,,,Ek Özellik Mevcut Değil,,,Astarsız,Kaşkorse,,,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/grasses-black/beyaz-askili-elbise-p-817282999,Örme,Düz,Bele Oturan,Sexy,Kolsuz,,Beyaz,Kısa,Standart,,Günlük,,,,Likra,,Trend,Regular,,,Cepsiz,,Düz,İnce,,,,Astarsız,,,,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/black-grace/pulpalet-kumas-sifir-kol-vatkali-mini-elbise-p-808572430,Dokuma,,Relaxed,,,,Siyah,,Standart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/armonika/kadin-kiremit-kolsuz-etegi-firfirli-elbise-arm-18y001156-p-5982748,Dokuma,Düz,Relaxed,Traditional,Standart Kol,Bisiklet Yaka,Turuncu,Kolsuz,Midi,Eteği Fırfırlı,Casual/Günlük,Tekli,"60% Viskon, 40% Polyester",• 30 Derecede makinede yıkanabilir • Beyazlatıcı kullanımı önerilmez • Kurutucu kullanımı önerilmez • Tersten ve düşük ısı ile ütü önerilir • Detaylı bakım talimatları için lütfen ürün etiketini kontrol ediniz.,Viskon Karışımlı,Christmas,Günlük,Midi,Tüm Yaş Grupları,,,,,,,,,,,,,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/holly-lolly/kurdele-detayli-yirtmacli-mini-nicola-elbise-siyah-p-823113865,Dokuma,,Yırtmaçlı,,,,Siyah,,Mini,,,,"%95 Polyester, %5 Elastan",,,,,,,,,,,,,,,,,,,,,,,,,,
0,170,Ölçüsü,,,38-48,,Dress,https://www.trendyol.com/nevin-kaya-moda/mavi-renk-resif-desenli-viskon-gomlek-elbise-p-742856986,Dokuma,Desenli,Gömlek Elbise,Cool & Comfort,Uzun Kol,Gömlek Yaka,Mavi,Uzun,Uzun,Basic,Casual/Günlük,Tekli,100% Pamuk,type 1,%100 Pamuk,Basic,Günlük,Uzun,Tüm Yaş Grupları,Düğmeli,Çift,,Düz,İnce,Ek Özellik Mevcut Değil,,,Astarsız,,Baskısız,Kemersiz,,,Gizli Cep,,,,,
0,1.78,86,60,,,,Dress,https://www.trendyol.com/alexandergardi/ozel-koleksiyon-kol-detayli-kot-elbise-5012-p-766899020,Denim,Desenli,Skater,Fashion Forward,Volanlı,Gömlek Yaka,Metalik,Truvakar Kol,Mini,Skater,Günlük,,100% Pamuk,,Pamuklu,,Trend,Mini,,Düğmeli,Çift,Denim Kumaş,İpliği Boyalı,Orta,,,,Astarsız,,,,,,Chino,,,,,
0,Kloş,87,60,,SÜrün,52,Dress,https://www.trendyol.com/kucugum-butik/karpuz-kollu-kirmizi-krep-midi-boy-klos-elbise-p-773977424,Dokuma,Düz,Kloş,Cool & Comfort,Kısa Kol,Bisiklet Yaka,Kırmızı,Kısa,Midi,Kloş,Gündüz / Gece,Tekli,,T1,Pamuk Polyester,Young,Günlük,Midi,Tüm Yaş Grupları,Fermuarlı,Cepsiz,Fermuar,Düz,Orta,İç Göstermeyen,Evet,,Astarsız,Krep,,Kuşaklı,,Polyester,,,,,,
0,,çevresinde,,,,,Dress,https://www.trendyol.com/manana-fashion/ayrobin-kumas-ayarlanabilir-askili-uzun-nar-cicegi-elbise-p-341689330,Dokuma,Düz,Relaxed,,Askılı,,Kırmızı,Askılı,Uzun,,,,,,Viskon,,Trend,Uzun,Tüm Yaş Grupları,Kapamasız,Cepsiz,,Düz,İnce,,,,Astarsız,,,Kemersiz,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/enmodaicgiyim/kadin-desenli-sifirkol-elbise-p-638463904,Örme,Desenli,Oversize,Cool & Comfort,,V Yaka,Gri,Kolsuz,Midi,,Lounge/Home,Tekli,,Type 1,Pamuklu,,,Midi,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/cool-sexy/kadin-siyah-tul-detayli-asimetrik-midi-elbise-ey2601-p-781029622,Örme,Düz,Slim Fit,Feminine,Uzun Kol,Bisiklet Yaka,Siyah,Uzun,Midi,Bodycone,Şık / gece,Tekli,"95% Polyester, 5% Elastan",• 30 Derecede makinede yıkanabilir • Beyazlatıcı kullanımı önerilmez • Kurutucu kullanımı önerilmez • Tersten ve düşük ısı ile ütü önerilir • Detaylı bakım talimatları için lütfen ürün etiketini kontrol ediniz.,Polyester,,,,,,,,,İnce,,,,Astarsız,Tül,,,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/genel-markalar/papatya-desenli-yirtmacli-askili-burumcuk-elbise-p-714310149,Dokuma,Çiçekli,Bele Oturan,Cool & Comfort,Askılı,Havuz Yaka,Yeşil,Askılı,Midi,Balık,Şık / gece,Tekli,,type 1,Polyester Karışımlı,Young,Günlük,Midi,Tüm Yaş Grupları,Bağcıklı,Cepsiz,Yırtmaçlı,İpliği Boyalı,Orta,Yırtmaçlı,Organik,,Astarsız,Bürümcük,Baskısız,Kemersiz,,,,,,,,
0,Fitilli,80cm,,,,54Mankenin,Dress,https://www.trendyol.com/desing-hs/balikci-yaka-midi-boy-fitilli-triko-kalem-elbise-p-769551047,Triko,Düz,Regular,,Uzun Kol,Balıkçı Yaka,Siyah,Uzun,167,Bodycone,Party,Tekli,100% Akrilik,Type11,Akrilik,,Gece,Uzun,,,Cepsiz,,,Orta,,,,,Fitilli,,,,,,,,,,
0,1.80,80,60,,S,,Dress,https://www.trendyol.com/lela/desenli-yirtmacli-gomlek-yaka-maxi-elbise-elbise-611el502-p-817099912,Örme,Desenli,Regular,Fashion Forward,Kısa Kol,Gömlek Yaka,Lacivert,Kısa,Uzun,,Günlük,Tekli,100% Materyal bilgisi için iç etiketi kontrol ediniz.,Machine Wash 30°,Viskon,Basic,Günlük,Maxi,Tüm Yaş Grupları,Düğmeli,Cepsiz,,Düz,Orta,Yırtmaçlı,,,Astarsız,,,Kemerli,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/deafox/kahverengi-krep-kumas-uzun-kollu-kruvaze-yaka-elbise-p-730875096,Dokuma,Düz,Kruvaze,Feminine,Standart Kol,V Yaka,Kahverengi,Uzun,Midi,A-line,Şık / gece,Tekli,100% Polyester,Type 1,Krep,Basic,Gece,Midi,21 - 40 Yaş,Kapamasız,Cepsiz,,Düz,Orta,İç Göstermeyen,Hayır,,Astarsız,Krep,Baskısız,Kemersiz,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/yone-boutique/kadin-tasli-tasarim-mini-elbise-p-808886437,Dokuma,,Slim,,,,Siyah,,Mini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/deafox/yesil-kemerli-scuba-kumas-inci-detayli-elbise-p-691983413,Dokuma,Düz,Regular,Feminine,Kısa Kol,Kruvaze,Yeşil,Kısa,Midi,Basic,Şık / gece,Tekli,100% Polyester,T1,Viskon,Basic,Gece,Midi,,,Cepsiz,İnci/Trok/Taş/Kuş Gözü,Düz,,İç Göstermeyen,Hayır,,,Dalgıç/Scuba,Baskısız,Kemerli,,,,,,,,
0,,79,60,90,,,Dress,https://www.trendyol.com/happiness-istanbul/kadin-lacivert-anvelop-yaka-desenli-yazlik-orme-elbise-ub00267-p-817265830,Örme,Desenli,Comfort,,,,Lacivert,Kısa,Standart,,,,"95% Polyester, 5% Elastan",,Polyester,,,Uzun,,,,,,,,,,Astarsız,,,,,,,,,,,
0,,Dekolteli,,,,,Dress,https://www.trendyol.com/sunlit-collections/kadin-pembe-desenli-mini-gogus-dekolteli-gipeli-burumcuk-yazlik-elbise-p-743901707,Dokuma,Desenli,Kloş,Young,Büzgülü/Fırfırlı Kol,Kayık Yaka,Pembe,Kısa,Mini,Kloş,Young,Tekli,,type 1,,Young,Trend,Mini,Tüm Yaş Grupları,Kapamasız,Cepsiz,Büzgü / Drape,Düz,İnce,İç Göstermeyen,,,Astarsız,Bürümcük,Baskısız,Kemersiz,,,,,,,,
0,174,,,,M,,Dress,https://www.trendyol.com/tiamoda/yarasa-kol-beli-lastikli-elbise-p-805947109,Dokuma,Geometrik,Comfort,,Yarasa Kol,,Yeşil,,Midi,,Casual/Günlük,,,,Viskon,,Trend,Midi,Tüm Yaş Grupları,,,,,İnce,Beli lastikli,,SS,Astarsız,Viskon Süprem,,Kemersiz,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/ipekyol/colorblock-kusakli-midi-elbise-p-748403661,,,,,,,Turuncu,,Midi,,,,"85% Viskoz, 15% Poliamid",,,,,,,Kuşaklı,,,,,,,,,,,,,,,,,,,
0,S-125,,,,,,Dress,https://www.trendyol.com/defacto/bodycon-yuvarlak-yaka-burumcuk-kolsuz-midi-elbise-p-822254494,Dokuma,,Bodycon,,,,Bej,,Midi,,,,"99% Polyester, 1% Elastan",,,,,,,,,,,,,,,,,,,,,,,,,,
0,86,50,36,,,,Dress,https://www.trendyol.com/quzu/desenli-tek-omuz-mini-elbise-naturel-p-807703544,Dokuma,Desenli,Relaxed,Fashion Forward,Kolsuz,Asimetrik Yaka,Pembe,Kolsuz,Mini,,Casual/Günlük,,,,Keten Karışımlı,Basic,Trend,Mini,,Fermuarlı,Cepsiz,Bağlama Detay,,Orta,,,,Astarsız,,,,,,,,,,,
0,,79,60,90,,,Dress,https://www.trendyol.com/happiness-istanbul/kadin-acik-mavi-tek-omuz-yirtmacli-orme-elbise-mc00266-p-810218838,Örme,Desenli,Regular,,,,Lacivert,,Regular,,,,"95% Polyester, 5% Elastan",,Polyester,,,Regular,,,,,,İnce,Yırtmaçlı,,,,,,,,,,,,,,
0,ölçüsü,,,,,,Dress,https://www.trendyol.com/bluewhite/kemer-detayli-dugmeli-jean-elbise-mavi-p-767390582,Denim,,Oversize,,,,Mavi,Kısa,Standart,,,,,,,,,,,Düğmeli,,,,,,,,,,,,,,,,,,,
0,1.75Numune,,,,,,Dress,https://www.trendyol.com/fav-style/kadin-kaskorse-bisiklet-yaka-kisa-kollu-fitilli-mini-elbise-kirmizi-p-305164715,Örme,Düz,Bodycon,Young,Kısa Kol,Bisiklet Yaka,Kırmızı,Kısa,Mini,Bodycone,Günlük,Tekli,,Type1,Örme,Young,Günlük,Mini,,Kapamasız,Cepsiz,,Düz,,Ek Özellik Mevcut Değil,,,Astarsız,Kaşkorse,Baskısız,Kemersiz,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/neseli-butik/kadin-yeni-sezon-astarli-kruvaze-yaka-uzun-sifon-elbise-nb003-p-248654031,Dokuma,Düz,Kruvaze,Fashion Forward,Uzun Kol,Kruvaze,Siyah,Uzun,Uzun,,,,100% Polyester,,Şifon,,Trend,Maxi,Tüm Yaş Grupları,Kuşaklı,,,,İnce,İç Göstermeyen,Hayır,,Astarlı,Şifon,,,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/brood/papatya-desenli-yirtmacli-askili-burumcuk-elbise-p-714305264,Dokuma,Çiçekli,Bele Oturan,Cool & Comfort,Askılı,Havuz Yaka,Pembe,Askılı,Midi,Balık,Şık / gece,Tekli,,type 1,Polyester Karışımlı,Young,Günlük,Midi,Tüm Yaş Grupları,Bağcıklı,Cepsiz,Yırtmaçlı,İpliği Boyalı,Orta,Yırtmaçlı,Organik,,Astarsız,Bürümcük,Baskısız,Kemersiz,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/bigdart/2433-cift-cepli-mini-kot-elbise-mavi-p-794319663,Dokuma,Düz,Regular,,Standart Kol,Gömlek Yaka,Mavi,,Mini,A-line,,Tekli,100% PamukÜrün,• 30 Derecede makinede yıkanabilir • Beyazlatıcı kullanımı önerilmez • Kurutucu kullanımı önerilmez • Tersten ve düşük ısı ile ütü önerilir • Detaylı bakım talimatları için lütfen ürün etiketini kontrol ediniz.,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/koton/fiyonklu-askili-keten-karisimli-uzun-elbise-p-739170656,Dokuma,Düz,Regular,,Standart Kol,Bisiklet Yaka,Ekru,Askılı,Midi,A-line,Sportswear,Tekli,"84% Viskoz, 16% Keten",• 30 Derecede makinede yıkanabilir • Beyazlatıcı kullanımı önerilmez • Kurutucu kullanımı önerilmez • Tersten ve düşük ısı ile ütü önerilir • Detaylı bakım talimatları için lütfen ürün etiketini kontrol ediniz.,,,,,,,,,,,,,,Astarlı,Keten karışımlı,,,,,,,,,,
0,,79,60,90,,,Dress,https://www.trendyol.com/happiness-istanbul/kadin-ekru-yirtmac-detayli-volanli-viskon-elbise-ub00247-p-810213947,Dokuma,Düz,Regular,,Standart Kol,V Yaka,Ekru,,Midi,A-line,,Tekli,100% Viskon,• 30 Derecede makinede yıkanabilir • Beyazlatıcı kullanımı önerilmez • Kurutucu kullanımı önerilmez • Tersten ve düşük ısı ile ütü önerilir • Detaylı bakım talimatları için lütfen ürün etiketini kontrol ediniz.,Viskon,,,Midi,,,,Yırtmaçlı,,İnce,,,,,,,,,,,,,,,
0,Midi,Büzgülü,65,,,58,Dress,https://www.trendyol.com/genel-markalar/yazlik-kalp-yaka-viskon-kumas-gogus-buzgulu-elbise-p-276289381,Dokuma,Desenli,Kalem,,Kısa Kol,Kalp Yaka,Kırmızı,Kısa,Midi,,Gündüz / Gece,Tekli,,,Viskon,,Trend,Midi,,Kapamasız,Cepsiz,Yırtmaçlı,,İnce,Beli lastikli,Hayır,,Astarsız,Viskon Süprem,,Kemersiz,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/bianco-lucci/kadin-askili-arkadan-fermuarli-uzun-elbise-p-764927539,Dokuma,Düz,Regular,Cool & Comfort,Standart Kol,Kare Yaka,Lacivert,Askılı,Midi,A-line,Casual/Günlük,Tekli,100% Pamuk,Type 1,%100 Pamuk,Basic,Günlük,Uzun,Tüm Yaş Grupları,Fermuarlı,Cepsiz,Yırtmaçlı,Düz,Orta,Ek Özellik Mevcut Değil,,,Astarsız,,Baskısız,Kemersiz,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/asia-giyim/kadin-kusakli-beyaz-a-kesim-elbise-p-680203575,Dokuma,Dokulu,A-Form Fit,,Kalın Askılı,V Yaka,Beyaz,Kolsuz,Standart,A-line,Gündüz / Gece,,,,Pamuklu,,Trend,Regular,Tüm Yaş Grupları,Kuşaklı,Cepsiz,Lastikli Bel,Düz,Kalın,İç Göstermeyen,,,Astarlı,Bürümcük,Baskısız,Kemerli,,,,,,,,
0,175,85,64,,,,Dress,https://www.trendyol.com/setre/ekru-lacivert-zincir-detayli-elbise-p-766028069,Dokuma,Desenli,Regular,Fashion Forward,Uzun Kol,Balıkçı Yaka,Ekru,Uzun,Midi,Regular,Günlük,Tekli,Pamuk,"Çamaşır makinesinde yıkanabilir; ancak makinenin narin ve hassas ayarında, yıkama işleminin narin olduğu ve özellikle hassas giysileri korumaya yönelik ürünler bu ayarda yıkanabilir., Çamaşır Suyu Konamaz.",Polyester,Design,Trend,Midi,Tüm Yaş Grupları,Kapamasız,Cepsiz,Zincir,Düz,Orta,Ek Özellik Mevcut Değil,Hayır,,Astarlı,Şifon,Dijital Baskı,Kemerli,,,Gizli Cep,,,,,
0,,,,,,,Dress,https://www.trendyol.com/mango/asimetrik-uzun-tulum-p-809457855,Örme,,Regular,,,,Mavi,Uzun,Standart,,,,100% Polyester,,Polyester,,,,,,,,,,,,,Astarlı,,,,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/khar/kadin-oleander-drape-detay-elbise-p-815067564,Örme,,Regular,,,,Kahverengi,,Mini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1.73,84,66,90,,,Dress,https://www.trendyol.com/rokka-moda/yuksek-omuz-detayli-midi-elbise-p-756994442,Örme,Düz,Bele Oturan,Sexy,Balon Kol,Degaje Yaka,Beyaz,Kısa,173,Regular,Düğün/Nikah,Tekli,,type 1,Krep,Party,Trend,Midi,Tüm Yaş Grupları,Fermuarlı,Cepsiz,Cut Out / Volan,Düz,Orta,İç Göstermeyen,Hayır,,Astarsız,Moss Krep,Baskısız,Kemersiz,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/armonika/kadin-yesil-v-yaka-firfirli-kolsuz-omzu-baglamali-elbise-arm-23y001123-p-750099364,Dokuma,Düz,Regular,,Standart Kol,V Yaka,Yeşil,Askılı,Midi,A-line,Casual/Günlük,Tekli,"60% Pamuk, 40% Polyester",• 30 Derecede makinede yıkanabilir • Beyazlatıcı kullanımı önerilmez • Kurutucu kullanımı önerilmez • Tersten ve düşük ısı ile ütü önerilir • Detaylı bakım talimatları için lütfen ürün etiketini kontrol ediniz.,,,,,Tüm Yaş Grupları,,,,,,,,,,,,,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/fabrika/benetton-kadin-t-shirt-p-720363736,,,,,,,Pembe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Ağartıcı,,,,,,Dress,https://www.trendyol.com/madmext/uzun-v-yaka-desenli-mor-kadin-elbise-mg2076-p-823853869,Dokuma,,Regular,,,,Mor,,Mini,,,,"%65 Pamuk, %35 Polyester",,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/koton/midi-fisto-elbise-balon-kol-v-yaka-dugmeli-p-823137019,Dokuma,,Regular,,,,Pembe,Kısa,Maxi,,Sportswear,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/enmodaicgiyim/kadin-desenli-sifir-kol-oversize-elbise-p-808842336,Örme,Desenli,Oversize,,Kolsuz,,Siyah,Kolsuz,Midi,,Casual/Günlük,Tekli,100% Pamuk,,Pamuklu,Basic,Günlük,Midi,Tüm Yaş Grupları,,Cepsiz,,,Orta,,,,,,,,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/stradivarius/kontrast-mini-kollu-midi-elbise-p-809452809,Dokuma,Düz,Loose,,Kısa Kol,,Lacivert,,Standart,Loose,Casual/Günlük,,"55% Pamuk, 43% Polyester, 2% Elastan",,Pamuklu,,,Midi,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/puqqa/kadin-trend-desenli-tul-astarli-elbise-puqqa-p-795494890,Dokuma,Baskılı,Gömlek,Cool & Comfort,Askılı,Bisiklet Yaka,Siyah,Askılı,Uzun,A-line,Casual/Günlük,Tekli,100% Polyester,T1,Polyester,,Trend,Uzun,Tüm Yaş Grupları,,,,,,,,,Astarlı,Sandy,,,,,,,,,,
0,175cm,85cm,60cm,89cm,,,Dress,https://www.trendyol.com/kallima/siyah-vucuda-oturan-kisa-kollu-bisiklet-yaka-diz-alti-fitilli-esnek-kaskorse-kalem-elbise-130-cm-p-823277779,Örme,Düz,Kalem,Cool & Comfort,Kısa Kol,Bisiklet Yaka,Siyah,Kısa,Mini,Basic,Casual/Günlük,Tekli,"80% Pamuk, 17% Polyester, 3% Elastan",,Pamuklu,Basic,Trend,Midi,Tüm Yaş Grupları,Kapamasız,Cepsiz,,Düz,Orta,İç Göstermeyen,Hayır,,Astarsız,Kaşkorse,,Kemersiz,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/misigo/matmazel-uzun-boy-elbise-siyah-p-808839970,Dokuma,,Salopet,,,,Siyah,Uzun,Standart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1.65,,,,,52,Dress,https://www.trendyol.com/missamour/kadin-bej-yazlik-v-yaka-belden-kemerli-elbise-p-815913870,Örme,,Comfort,,,,Bej,,Standart,,,,,,,,Trend,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/merry-see/vucuda-oturan-askili-esnek-orme-yirtmacli-midi-diz-alti-elbise-p-788690541,Dokuma,Düz,Regular,Feminine,Standart Kol,Havuz Yaka,Siyah,Askılı,Uzun,Balık,Casual/Günlük,Tekli,"90% Polyester, 10% Likra",Type 1,Polyester Karışımlı,Basic,Günlük,Midi,Tüm Yaş Grupları,Kapamasız,Cepsiz,,Düz,Orta,Ek Özellik Mevcut Değil,,,Astarsız,,Baskısız,Kemersiz,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/armonika/kadin-bebe-mavi-miden-elbise-kruvaze-yaka-omuzu-firfir-detayli-beli-lastikli-midi-boy-arm-24y001020-p-822357011,Dokuma,Baskılı,Regular,,Standart Kol,V Yaka,Mavi,,Midi,A-line,,Tekli,100% Viskoz,• 30 Derecede makinede yıkanabilir • Beyazlatıcı kullanımı önerilmez • Kurutucu kullanımı önerilmez • Tersten ve düşük ısı ile ütü önerilir • Detaylı bakım talimatları için lütfen ürün etiketini kontrol ediniz.,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/ipekyol/kadin-ekru-elbise-p-453841936,Dokuma,Çizgili,Regular,,Standart Kol,Bisiklet Yaka,Ekru,Kısa,Mini,A-line,Casual/Günlük,Tekli,100% Pamuk,• 30 Derecede makinede yıkanabilir • Beyazlatıcı kullanımı önerilmez • Kurutucu kullanımı önerilmez • Tersten ve düşük ısı ile ütü önerilir • Detaylı bakım talimatları için lütfen ürün etiketini kontrol ediniz.,,,,,,,,,,,,,,,,,,,,,,,,,
0,68,29,29,,,,Dress,https://www.trendyol.com/mymoda/cicekli-kat-kat-elbise-p-303211414,Dokuma,Desenli,Dar,Fashion Forward,Askılı,Kalp Yaka,Beyaz,Askılı,Mini,Basic,Casual/Günlük,Tekli,100% Polyester,Type 1,Şifon,Young,Günlük,Mini,Tüm Yaş Grupları,Fermuarlı,Cepsiz,Fırfır,Düz,İnce,İç Göstermeyen,Hayır,,Astarlı,Vual,Baskısız,Kemersiz,,,,,,,,
0,1.65,,,,,52,Dress,https://www.trendyol.com/missamour/kadin-yazlik-siyah-onden-bagcikli-askli-yirmacli-kalin-fitili-elbise-p-808171912,Örme,,Comfort,,,,Siyah,,Uzun,,,,,,,,Trend,,,Bağcıklı,,,,Kalın,,,,,,,,,,,,,,,
